customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,income_missing,annual_income_winsor,join_year,join_month,join_day,join_weekday,gender_enc,income_bin,repayment_bin,credit_binary,transaction_quantile,transaction_kmeans,annual_income_std,loan_amount_std,annual_income_minmax,loan_amount_minmax,annual_income_maxabs,loan_amount_maxabs,annual_income_robust,loan_amount_robust,spending_log,spending_sqrt,spending_reciprocal,loan_boxcox,income_boxcox,loan_power,income_power,debt_to_income,avg_monthly_txn,spending_to_income
CUST0011,50.0,Male,West,Secondary,Self-Employed,801416.49,106538.67,Other,353.8,10,74,0.8024,2016-01-18,0,0,801416.49,2016,1,18,0,1,Low,Good,0.0,Q3,1.0,-0.23477723225732303,-0.8478882781613466,0.06320166294165891,0.01766422751719726,0.08339018035463963,0.03579216865636295,-0.0738261103270156,-0.9527235972024073,0.5891191101358977,0.8957678270623477,0.5548158011540169,-1.7229721933814826,0.0208225347670912,-1.7229728261184836,0.02082248422153924,0.1329379558935704,6.166666666666667,1.0012272145785272e-06
CUST0012,25.0,Male,West,Primary,Self-Employed,592947.87,391256.28,Other,664.0,7,24,0.2209,2017-06-10,0,1,592947.87,2017,6,10,5,1,Low,Average,0.0,Q1,0.0,-0.3920896858692802,-0.2738113585997282,0.04103200787975181,0.11511479595001868,0.06169829350553969,0.13144439255362553,-0.39093377599810075,-0.1377028377506602,0.19958829169267273,0.47000000000000003,0.8190679007289704,-0.036122216938106105,-0.4849648028069708,-0.03612218946596212,-0.484965028867924,0.6598493725932434,2.0,3.7254539762492107e-07
CUST0013,54.0,Other,South,Primary,Unemployed,304144.9,496276.33,Car,522.1,9,36,0.571,2015-06-12,1,0,304144.9,2015,6,12,4,2,Low,Good,0.0,Q1,0.0,-0.6100232234017896,-0.06205913577021263,0.010319173373751319,0.15106010881402918,0.031647337409969986,0.1667263736586991,-0.8302403519977712,0.1629231787035396,0.4517123592734841,0.7556454194925024,0.6365372374283896,0.2830971948122938,-1.7763124748107504,0.2830974998082979,-1.7763124862053936,1.6317101815614858,3.0,1.8773946234179825e-06
CUST0014,42.0,Male,East,Post-Graduate,Salaried,780511.61,287132.9,Home,305.1,9,77,0.9465,2015-10-28,1,1,780511.61,2015,10,28,2,1,Low,Good,0.0,Q3,1.0,-0.25055225856710306,-0.4837556231808471,0.060978527494652254,0.07947638718370925,0.08121495469451863,0.09646365196402958,-0.10562512975705814,-0.4357620840483614,0.6660328880683734,0.9728823155962905,0.5137426149499101,-0.4464135963865861,-0.02180466733446719,-0.44641398645409236,-0.02180473455714393,0.36787780773690226,6.416666666666667,1.2126661383038236e-06
CUST0015,40.0,Male,West,Graduate,Unemployed,1479009.3,446705.52,Other,464.7,10,18,0.895,2016-07-04,1,0,1479009.3,2016,7,4,0,1,Low,Good,0.0,Q1,0.0,0.2765409099691699,-0.16200889969585902,0.13526046426210878,0.13409346030860167,0.1538960750273423,0.15007282624767435,0.9568799703033025,0.021023844788653694,0.6392188385343897,0.9460443964212251,0.5277044854881267,0.14139121447166697,0.9227925601586601,0.14139140467456088,0.922792822716537,0.30203023064155177,1.5,6.051348020597301e-07
CUST0016,43.0,Male,East,Post-Graduate,Self-Employed,1376937.44,119223.85,Education,324.2,5,103,0.1677,2017-12-08,1,0,1376937.44,2017,12,8,4,1,Low,Average,0.0,Q4,2.0,0.1995164890211337,-0.822311113972294,0.12440560309534286,0.02200599619695211,0.14327514206583866,0.04005381470465999,0.8016155028966212,-0.9164115298266587,0.15503600209953214,0.4095119045888654,0.8563843452941681,-1.5809944754138119,0.825595276222442,-1.5809952879494023,0.8255955152237564,0.08658625042543691,8.583333333333334,1.2179202564206547e-07
CUST0017,31.0,Other,North,Graduate,Unemployed,918282.63,81371.64,Home,794.4,3,92,0.2746,2016-02-26,0,0,918282.63,2016,2,26,4,2,Low,Poor,1.0,Q4,2.0,-0.14658890334931524,-0.8986326316873361,0.07562982604945204,0.009050284111076824,0.09555050973836689,0.027337186232237083,0.10394236557784835,-1.024765687973487,0.2426324038980567,0.5240229002629561,0.7845598619174643,-2.060149649915697,0.2352610285314138,-2.060149443039237,0.23526106307730094,0.08861284896568282,7.666666666666667,2.9903647420620385e-07
CUST0018,37.0,Male,South,Post-Graduate,Salaried,433168.86,636789.87,Car,446.7,12,94,0.1473,2015-06-08,0,0,433168.86,2015,6,8,0,1,Low,Good,0.0,Q4,2.0,-0.512660484960239,0.22125871098994462,0.024040263329262606,0.19915381241567146,0.04507273035948342,0.21393256012773051,-0.6339782633858763,0.5651513797763619,0.13741135582296024,0.38379682124790976,0.8716116098666434,0.6215210222339735,-1.0612554911465086,0.6215215282257063,-1.0612557889442407,1.4700730564981057,7.833333333333333,3.400521450226131e-07
CUST0019,36.0,Male,North,Secondary,Self-Employed,304290.03,775166.83,Other,519.8,8,47,0.8953,2016-04-17,0,1,304290.03,2016,4,17,6,1,Low,Average,0.0,Q2,1.0,-0.6099137068885,0.5002685654738357,0.010334607265140513,0.24651622673913318,0.03166243869254388,0.2604209524689789,-0.8300195905444703,0.961263496023137,0.6393771373501174,0.9462029380635002,0.5276209571044161,0.8911608980140504,-1.7752976073614142,0.8911614725296585,-1.775297619567839,2.5474604935298073,3.9166666666666665,2.9422587391377887e-06
CUST0020,44.0,Other,East,Post-Graduate,Unemployed,1479506.6,724628.55,Home,689.8,0,71,0.883,2021-01-14,0,0,1479506.6,2021,1,14,3,2,Low,Poor,0.0,Q3,1.0,0.2769161773987775,0.3983680890602324,0.13531334977294626,0.22921844135235264,0.15394782082644654,0.24344237894856147,0.9576364277602486,0.8165947228236677,0.6328662496750154,0.9396807968666807,0.5310674455655868,0.7984418311575805,0.923244757491072,0.7984423923360682,0.9232450201489439,0.48977716625258716,5.916666666666667,5.968205887016658e-07
CUST0021,43.0,Other,East,Primary,Unemployed,1370060.89,550169.68,Education,582.63,3,58,0.6484,2019-04-02,0,0,1370060.89,2019,4,2,1,2,Low,Poor,0.0,Q2,1.0,0.19432737733187652,0.04660617774115099,0.12367431441738282,0.1695062372156022,0.1425596130595442,0.18483209876918152,0.7911553831991314,0.31719603539968433,0.49980512048252523,0.8052328855678959,0.6066488716330988,0.42257925804019947,0.8187145466340043,0.42257965961563587,0.8187147838187895,0.40156586033194486,4.833333333333333,4.7326363720958417e-07
CUST0022,40.0,Male,West,Graduate,Self-Employed,774321.82,433380.5,Car,662.4,4,70,0.6475,2021-12-11,0,0,774321.82,2021,12,11,5,1,Low,Poor,0.0,Q3,1.0,-0.2552231344631624,-0.1888761750803952,0.06032027250545703,0.12953269298065623,0.08057088546098272,0.14559622293369068,-0.11504059889526339,-0.017119801893789772,0.49925898739452523,0.8046738469715541,0.6069802731411229,0.10073690481483388,-0.03470968655473583,0.10073705940793924,-0.034709758791056526,0.5596904139934995,5.833333333333333,8.362156189786826e-07
CUST0023,43.21258134490239,Male,South,Post-Graduate,Unemployed,1304659.0,360830.76,Car,695.1,6,68,0.4097,2016-08-27,0,0,1304659.0,2016,8,27,5,1,Low,Average,0.0,Q3,1.0,0.14497447334681005,-0.3351584203345483,0.11671913170596664,0.10470102414691813,0.13575431834613708,0.12122279561330758,0.6916706709754065,-0.22479766274976837,0.34337691579474267,0.6400781202322104,0.7093707881109456,-0.14402431219966785,0.7509633113322368,-0.1440243911993449,0.7509635296632299,0.2765709353938462,5.666666666666667,3.140284166207415e-07
CUST0024,33.0,Other,West,Primary,Unemployed,523957.76,392346.37,Other,843.3,9,45,0.905,2019-12-18,1,0,523957.76,2019,12,18,2,2,Low,Good,1.0,Q2,1.0,-0.44415029565822023,-0.2716134070601487,0.03369523488541325,0.11548790209593966,0.05451963198887134,0.13181061343033268,-0.49587663376005736,-0.13458239156655963,0.6444820085786643,0.9513148795220224,0.5249343832020997,-0.03240674808872363,-0.7057611843325919,-0.03240671703608813,-0.705761460184433,0.7488129768323308,3.75,1.7272384705209824e-06
CUST0025,52.0,Female,East,Secondary,Unemployed,560504.76,413447.76,Business,342.6,4,35,0.2945,2018-08-02,0,0,560504.76,2018,8,2,3,0,Low,Poor,0.0,Q1,0.0,-0.4165715730564387,-0.22906661492576563,0.037581836060916404,0.12271029501439192,0.058322474779666685,0.1388997249216221,-0.44028393181152836,-0.07417843234785339,0.25812452020945525,0.5426785420486054,0.772499034376207,0.03763811607047274,-0.5844236473018285,0.037638213342099255,-0.5844238985878544,0.7376346991236971,2.9166666666666665,5.254192667337918e-07
CUST0026,48.0,Female,East,Post-Graduate,Self-Employed,280945.42,342107.61,Home,771.2,12,78,0.3923,2015-01-25,0,0,280945.42,2015,1,25,6,0,Low,Good,1.0,Q3,1.0,-0.6275297772482225,-0.3729099604535108,0.007852018032982942,0.09829263370576143,0.02923335061849049,0.1149326650665457,-0.8655297540554193,-0.2783937713021301,0.33095705593310276,0.6263385665915839,0.7182360123536594,-0.21482961774542025,-1.9470711474844038,-0.21482976867443201,-1.947071002640332,1.217701324335524,6.5,1.3963566304088532e-06
CUST0027,56.0,Other,South,Post-Graduate,Salaried,554815.91,341642.9,Business,698.3,7,21,0.9326,2020-12-27,1,0,554815.91,2020,12,27,6,2,Low,Average,0.0,Q1,0.0,-0.42086443474339374,-0.37384695653636446,0.03697685367940051,0.09813357697001399,0.05773053009992783,0.11477654355032725,-0.4489374065831892,-0.27972403077264474,0.658866246583071,0.9657121724406295,0.5174376487633241,-0.21663366473275586,-0.6026296052434196,-0.21663381750990696,-0.6026298606744603,0.6157770421543968,1.75,1.6809179102308006e-06
CUST0028,25.0,Female,West,Graduate,Salaried,791109.12,709729.99,Business,582.63,1,65,0.0674,2021-01-18,1,0,791109.12,2021,1,18,0,0,Low,Poor,0.0,Q2,1.0,-0.2425552741755085,0.3683280805384414,0.062105522728827606,0.224119096985032,0.08231766256394381,0.23843713745026845,-0.08950494985647653,0.7739467261439489,0.0652257849177074,0.2596150997149434,0.9368559115608021,0.7699283617375723,-1.36639711518678e-05,0.7699289166021134,-1.3722689151535956e-05,0.8971328632894536,5.416666666666667,8.519684364149411e-08
CUST0029,23.0,Male,South,Primary,Unemployed,398097.05,552094.13,Car,555.8,4,103,0.382,2021-10-17,0,0,398097.05,2021,10,17,6,1,Low,Poor,0.0,Q4,2.0,-0.5391260148021517,0.05048645170049734,0.020310541656539175,0.17016492055598478,0.041423386232232365,0.18547862682299274,-0.6873270110293337,0.32270488573221867,0.32353172534547814,0.6180614856144977,0.723589001447178,0.42731497661028134,-1.2253839352026765,0.4273153811465317,-1.2253842118078415,1.3868330096894714,8.583333333333334,9.595650105922664e-07
CUST0030,23.0,Female,West,Post-Graduate,Unemployed,457828.71,672928.73,Education,767.7,9,108,0.1589,2021-05-07,0,0,457828.71,2021,5,7,4,0,Low,Good,1.0,Q4,2.0,-0.49405192167046036,0.2941255962706569,0.02666272213566891,0.21152309455987797,0.0476386737418293,0.22607358058695615,-0.5964674501550931,0.6686009736491131,0.14747127935820828,0.398622628559895,0.8628872206402622,0.6969709129943076,-0.9557858223747211,0.6969714471238947,-0.9557861225370584,1.4698264117162945,9.0,3.4707303524062527e-07
CUST0031,48.0,Female,North,Post-Graduate,Self-Employed,1026260.64,580481.48,Other,831.0,4,83,0.7774,2021-01-13,0,0,1026260.64,2021,1,13,2,0,Low,Poor,1.0,Q3,2.0,-0.0651076440152416,0.10772394551943426,0.08711277842842953,0.1798810859656391,0.10678599820234282,0.19501549093916018,0.2681908490901827,0.4039653302682013,0.5751516223222377,0.8817028978062849,0.5626195566557893,0.4953983368306142,0.4042223650324399,0.49539878146089494,0.40422246525961725,0.5656277337109995,6.916666666666667,7.575073716166294e-07
CUST0032,27.0,Female,West,Secondary,Self-Employed,940804.54,302297.46,Education,400.0,3,50,0.768,2018-10-26,1,0,940804.54,2018,10,26,4,0,Low,Poor,0.0,Q2,1.0,-0.12959365043246052,-0.4531792781092959,0.07802492501463594,0.08466677562520265,0.09789399300863372,0.1015582574168622,0.13820109625181876,-0.39235264685917043,0.5698489642154517,0.8763560920082658,0.5656108597285068,-0.3785670194474464,0.2725519825994687,-0.3785673395751558,0.2725520318684279,0.32131802850356145,4.166666666666667,8.163225913004204e-07
CUST0033,37.0,Other,West,Post-Graduate,Unemployed,1185614.05,534427.17,Home,351.2,3,56,0.6726,2018-06-08,0,0,1185614.05,2018,6,8,4,2,Low,Poor,0.0,Q2,1.0,0.055141993165319175,0.014864510455562386,0.10405926242510326,0.16411803327535637,0.1233672761843155,0.179543328288055,0.5105879439710687,0.2721321826373746,0.5143793019652884,0.820121942152507,0.5978715771852205,0.38323508734619216,0.6156237657653302,0.3832354634877146,0.6156239417350323,0.4507598151354566,4.666666666666667,5.673009694849685e-07
CUST0034,44.0,Other,West,Graduate,Self-Employed,526824.78,194438.22,Other,823.0,11,28,0.2224,2023-04-14,0,0,526824.78,2023,4,14,4,2,Low,Good,1.0,Q1,0.0,-0.4419868144073991,-0.6706561677384878,0.03400012894791335,0.04774969048694194,0.054817955417280406,0.06532243704077594,-0.4915155264642336,-0.701106010230998,0.20081613943011897,0.47159304490206383,0.8180628272251309,-0.9552082364037926,-0.6958527303901597,-0.9552090744787327,-0.6958530045171314,0.3690756915420721,2.3333333333333335,4.2215174464648374e-07
CUST0035,43.21258134490239,Female,South,Graduate,Salaried,592947.87,1581789.03,Education,683.6,2,86,0.8316,2020-07-03,1,0,592947.87,2020,7,3,4,0,Low,Poor,0.0,Q3,2.0,-0.3920896858692802,2.1266631809175927,0.04103200787975181,0.5225995778902367,0.06169829350553969,0.5314094848428722,-0.39093377599810075,3.2702665746688133,0.6051899018008033,0.9119210492142398,0.5459707359685522,1.8895983959276672,-0.4849648028069708,1.8895983116800614,-0.484965028867924,2.667669638479349,7.166666666666667,1.4024841677903321e-06
CUST0036,38.0,Female,North,Primary,Self-Employed,839270.53,564838.26,Other,822.0,1,36,0.1566,2023-07-29,0,0,839270.53,2023,7,29,5,0,Low,Poor,1.0,Q1,0.0,-0.2062122045254506,0.07618247694070925,0.06722726166006379,0.17452686610856852,0.08732902521513376,0.18976007740181652,-0.01624523191653877,0.3591857009201229,0.14548466674198082,0.3957271787481876,0.8646031471554556,0.4582838595450758,0.0944768206542171,0.45828428289804335,0.0944767992322475,0.6730109539292414,3.0,1.8659060982398605e-07
CUST0037,43.21258134490239,Female,West,Graduate,Unemployed,1007335.52,605066.98,Car,644.0,4,89,0.1231,2017-09-09,1,0,1007335.52,2017,9,9,5,0,Low,Poor,0.0,Q3,2.0,-0.07938872412264925,0.1572957584672957,0.08510018112527092,0.1882959885429863,0.10481677347372113,0.20327510561710774,0.23940330003006435,0.4743427575074259,0.11609271898685336,0.3508560958569767,0.8903926631644555,0.5518421300056394,0.37631201383364055,0.551842604238415,0.3763121034333485,0.6006608205377291,7.416666666666667,1.2220357324439427e-07
CUST0038,43.21258134490239,Female,East,Post-Graduate,Salaried,1093600.4,640871.02,Car,533.8,8,33,0.6329,2017-12-24,0,0,1093600.4,2017,12,24,6,0,Low,Average,0.0,Q1,0.0,-0.014292404430308813,0.22948754523826848,0.09427404447965397,0.20055067152586,0.1137929350466772,0.215303641718217,0.3706233115895799,0.5768339096080661,0.490357575126127,0.7955501241279521,0.6124073733847756,0.6302434978104228,0.49839468636617085,0.6302440073931653,0.4983948215036527,0.5860193723411221,2.75,5.78730585687423e-07
CUST0039,43.21258134490239,Female,North,Post-Graduate,Unemployed,595318.55,254184.64,Business,344.2,0,118,0.4388,2018-08-13,0,0,595318.55,2018,8,13,0,0,Low,Poor,0.0,Q4,2.0,-0.3903007476227048,-0.5501892926883822,0.0412841185228892,0.06819915475023809,0.06194497102619208,0.08539452862267664,-0.3873276658753727,-0.5300783993890726,0.3638094328393318,0.6624198064671678,0.6950236308034473,-0.6064601957709309,-0.4779733345626364,-0.6064607459754476,-0.4779735586962058,0.4269724838911873,9.833333333333334,7.370843727278446e-07
CUST0040,23.0,Other,East,Primary,Salaried,811651.07,737054.59,Other,539.7,7,16,0.473,2019-07-31,1,0,811651.07,2019,7,31,2,2,Low,Average,0.0,Q1,0.0,-0.2270541183829766,0.4234227485368605,0.06429006228110622,0.23347151393668972,0.08445512409201392,0.24761696569167274,-0.05825799377823256,0.8521649868399248,0.3873011374804932,0.687749954561976,0.6788866259334692,0.82179843513068,0.04117236794368826,0.8217990007148048,0.04117232541260157,0.9080929197814032,1.3333333333333333,5.827627381800901e-07
CUST0041,47.0,Other,North,Post-Graduate,Salaried,608872.3,777638.55,Other,753.7,0,89,0.8324,2020-03-07,0,0,608872.3,2020,3,7,5,2,Low,Poor,1.0,Q3,2.0,-0.3800729556982268,0.5052523014767436,0.04272549594600124,0.24736222470535232,0.06335528597613989,0.26125133846038756,-0.3667106635486462,0.9683389386399536,0.60562658303045,0.9123595782365636,0.5457323728443572,0.895546139951842,-0.43867954437657575,0.8955467148200459,-0.4386797573297824,1.2771784001341495,7.416666666666667,1.3671175384395052e-06
CUST0042,35.0,Female,South,Graduate,Self-Employed,1345100.6,71652.08,Car,690.4,4,75,0.0623,2019-07-30,1,0,1345100.6,2019,7,30,1,0,Low,Poor,0.0,Q3,1.0,0.17549209908824462,-0.9182302079113509,0.12101990523318441,0.005723561022480676,0.1399624078475525,0.02407185420973634,0.7531875619684192,-1.052588495184944,0.06043636880383069,0.2495996794869737,0.9413536665725313,-2.217883944699989,0.793359735672898,-2.2178830892128403,0.7933599660042875,0.053268937654179914,6.25,4.6316238354216777e-08
CUST0043,53.0,Other,East,Graduate,Self-Employed,1285141.13,232798.18,Business,404.8,9,70,0.7217,2016-07-13,0,0,1285141.13,2016,7,13,2,2,Low,Good,0.0,Q3,1.0,0.13024609830897832,-0.5933108722672772,0.11464349823440075,0.06087919065049098,0.13372341591307332,0.07820964652040747,0.6619814726942852,-0.5912983881041521,0.5433121748002896,0.8495292814258965,0.5808212812917465,-0.7213200975459465,0.7298907653359037,-0.7213207547168675,0.7298909774620747,0.18114600378559204,5.833333333333333,5.615725644077706e-07
CUST0044,22.0,Female,East,Post-Graduate,Salaried,780511.61,299329.97,Business,550.4,5,116,0.2198,2022-10-27,0,0,780511.61,2022,10,27,3,0,Low,Average,0.0,Q4,2.0,-0.25055225856710306,-0.4591626365606047,0.060978527494652254,0.08365108998735708,0.08121495469451863,0.10056131515574637,-0.10562512975705814,-0.4008472600074948,0.1986869108802189,0.4688283267892417,0.8198065256599443,-0.39158397256151145,-0.02180466733446719,-0.39158430615300854,-0.02180473455714393,0.3835048270454298,9.666666666666666,2.816101608020924e-07
CUST0045,46.0,Female,South,Post-Graduate,Salaried,364120.15,298996.03,Business,354.8,7,6,0.7002,2019-08-07,0,0,364120.15,2019,8,7,2,0,Low,Average,0.0,Q1,0.0,-0.564765314880639,-0.4598359607238638,0.01669725850115152,0.08353679202446518,0.03788797130847462,0.10044912643778037,-0.739010259307851,-0.40180318272829624,0.5307458912011215,0.8367795408588812,0.5881660981061051,-0.39305651120382307,-1.4032245263258059,-0.39305684631740895,-1.40322475272619,0.8211466187740503,0.5,1.9229916279008452e-06
CUST0046,47.0,Other,North,Graduate,Unemployed,1317144.84,287495.87,Business,779.8,0,84,0.1116,2022-01-29,0,0,1317144.84,2022,1,29,5,2,Low,Poor,1.0,Q3,2.0,0.15439640997116308,-0.48302376574676265,0.11804694193447086,0.0796006212724404,0.13705351353674164,0.0965855934474102,0.7106632444204779,-0.43472306125992843,0.10580041888621161,0.3340658617698013,0.8996041741633681,-0.4447500920417435,0.7642316056429691,-0.44475048040322757,0.7642318278002644,0.21827202390285336,7.0,8.472872277281214e-08
CUST0047,43.21258134490239,Female,South,Graduate,Salaried,259788.26,270025.83,Car,434.3,6,77,0.6636,2017-01-07,1,0,259788.26,2017,1,7,5,0,Low,Average,0.0,Q3,1.0,-0.6434951765062055,-0.5182486566406496,0.005602053797168563,0.07362113398837629,0.027031874344659434,0.09071645111520907,-0.897712523912243,-0.4847320693730985,0.5089839288866196,0.8146164741766521,0.6011060351045925,-0.5271848442395176,-2.1194629783194276,-0.5271853162918925,-2.1194626335056945,1.0394073619800988,6.416666666666667,2.554387946553089e-06
CUST0048,31.0,Male,West,Graduate,Self-Employed,9023165.38,725907.07,Car,340.6,5,80,0.3192,2019-10-04,0,0,8387261.89,2019,10,4,4,1,High,Average,0.0,Q3,1.0,5.969434657605455,0.4009459725399296,0.9375459018823571,0.22965604161442538,0.9388918219138971,0.2438719037724637,12.432514643699829,0.8202545608694217,0.27702549226325207,0.5649778756730214,0.7580351728320195,0.800862575594153,2.8160712957417595,0.8008631372614804,2.8160704874738194,0.08044927023159582,6.666666666666667,3.537561227765061e-08
CUST0049,46.0,Other,East,Graduate,Unemployed,583799.98,543672.36,Other,775.8,12,100,0.9262,2021-10-19,0,0,583799.98,2021,10,19,1,2,Low,Good,1.0,Q4,2.0,-0.39899277287236146,0.033505613111495205,0.04005917289938753,0.16728239329077457,0.060746423651995236,0.18264929347177766,-0.40484889686241055,0.29859707806507807,0.6555491501446269,0.9623928511787689,0.5191568892119198,0.4064728829152601,-0.5122850755255941,0.40647327425790636,-0.5122853089310268,0.9312647801049941,8.333333333333334,1.5865022811408799e-06
CUST0050,36.0,Other,South,Graduate,Unemployed,1182250.52,560641.32,Home,796.9,10,10,0.328,2019-12-11,1,0,1182250.52,2019,12,11,2,2,Low,Good,1.0,Q1,0.0,0.05260384062659449,0.06772017498901411,0.10370156686454181,0.17309037544443837,0.12301728915905696,0.18835009561472796,0.5054715809102173,0.3471717154621336,0.28367405105424215,0.5727128425310541,0.753012048192771,0.4481594024796415,0.6115475678602379,0.44815981978586994,0.6115477424683794,0.47421532959021234,0.8333333333333334,2.774369682662521e-07
